timestamp,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,sensor10
2017-12-31T17:47:00Z,0.872,1.6505,0.5581,1.2312,1.4435,1.4362,1.8689,0.9776,0.6866,1.2169
2017-12-31T17:48:00Z,-0.4124,0.9504,1.2864,0.4636,-0.031,0.0589,1.2817,0.2772,0.8216,0.969
2017-12-31T17:49:00Z,1.0193,1.3729,1.0009,0.4894,0.4887,0.8445,1.101,0.9625,0.4909,1.0283
2017-12-31T17:50:00Z,1.0958,0.8359,0.7229,0.5949,1.0698,0.916,0.4015,0.1391,0.8953,-0.0651
2017-12-31T17:51:00Z,-0.0856,1.5995,1.3806,0.5765,1.2489,0.8512,1.076,1.2713,1.5821,1.0578
2017-12-31T17:52:00Z,0.5333,0.5764,0.3177,0.3206,1.6293,0.7721,1.4942,0.1481,1.1416,0.4682
2017-12-31T17:53:00Z,0.9991,-0.4093,1.6376,0.4323,1.1756,0.7443,0.4004,0.5802,1.289,0.6639
2017-12-31T17:54:00Z,0.3867,0.861,1.6614,0.3802,0.6966,0.798,0.5717,0.4864,1.045,0.9218
2017-12-31T17:55:00Z,0.131,0.5984,0.8951,1.2229,0.7692,0.6518,1.3019,0.0854,0.2566,0.2857
2017-12-31T17:56:00Z,0.4103,0.9699,0.0978,1.1431,1.1753,0.3012,0.8918,0.7634,1.1097,0.5691
2017-12-31T17:57:00Z,-0.0835,0.9674,0.6035,1.0082,0.996,1.0673,0.1767,1.3592,0.5394,0.3718
2017-12-31T17:58:00Z,1.1094,0.7719,0.696,0.4047,0.6283,0.2495,1.5961,0.812,0.5237,0.1688
2017-12-31T17:59:00Z,1.0508,0.9362,0.8541,1.0572,0.7951,0.9958,0.1096,0.7493,0.6569,0.1711
2017-12-31T18:00:00Z,0.1497,0.7491,0.4745,1.1385,0.4347,0.7253,0.7153,0.8346,0.4383,1.0489
2017-12-31T18:01:00Z,0.8641,0.1952,0.654,0.8176,-0.375,1.0303,-0.146,-0.0087,-0.1538,-0.4192
2017-12-31T18:02:00Z,0.7354,1.4175,1.452,-0.0605,1.2334,0.1208,0.9356,0.9312,-0.2158,-0.6602
2017-12-31T18:03:00Z,0.5254,0.5723,-0.1406,0.3825,-0.2374,0.874,0.9957,0.789,0.3164,0.0119
2017-12-31T18:04:00Z,0.3804,1.0812,0.4383,0.5238,-0.2336,-0.3041,-0.1144,0.3704,0.5686,0.7323
2017-12-31T18:05:00Z,0.4178,0.0477,0.4772,0.9623,1.0225,0.2965,-0.4101,0.2756,0.58,-0.0865
2017-12-31T18:06:00Z,-0.0281,0.786,-0.4002,1.0087,1.0734,1.0187,0.018,0.3495,0.6168,0.0162
2017-12-31T18:07:00Z,1.2852,1.0709,0.6185,0.3339,0.4816,1.3454,0.4869,0.7279,0.2814,0.3839
2017-12-31T18:08:00Z,0.7365,1.0227,-0.1959,0.3514,0.8202,0.3176,0.2101,0.0779,0.1396,0.829
2017-12-31T18:09:00Z,0.7135,0.5918,0.7576,-0.2481,0.4641,0.2902,0.0447,1.4196,0.7992,0.5832
2017-12-31T18:10:00Z,0.7877,-0.6622,0.3942,0.9568,0.8321,0.5967,0.8453,0.3169,0.5799,0.2433
2017-12-31T18:11:00Z,0.5481,0.4349,-0.2898,0.4546,-0.1145,-0.131,0.7178,0.1583,0.2375,1.3701
2017-12-31T18:12:00Z,0.1247,0.5301,1.714,0.5061,0.2686,-0.5532,-0.738,-0.1571,0.1062,0.3216
2017-12-31T18:13:00Z,-0.0178,-0.6022,0.0902,0.5375,0.459,0.67,0.8684,-0.0065,0.9002,1.5939
2017-12-31T18:14:00Z,-0.1541,0.5691,0.089,-0.8212,0.5319,0.0352,0.5322,0.5043,-0.6227,0.7311
2017-12-31T18:15:00Z,0.6668,0.4381,-0.3482,1.1733,-0.161,-0.3711,1.1288,0.0495,-0.1157,-0.1821
2017-12-31T18:16:00Z,0.5511,-0.377,-0.2419,-0.3627,0.6125,0.2499,-0.3392,-0.3528,0.8603,-0.1346
2017-12-31T18:17:00Z,0.7996,-0.3794,-0.2632,-0.325,0.9006,0.3819,0.067,0.412,-0.0369,-0.2634
2017-12-31T18:18:00Z,1.5514,-0.3427,0.7775,0.491,0.3288,-0.2681,-0.1674,0.6857,0.0022,-0.1121
2017-12-31T18:19:00Z,-0.4167,0.6539,0.5396,0.3611,0.4133,-0.3902,0.4672,-0.2629,0.6229,-0.3982
2017-12-31T18:20:00Z,-0.0141,0.2092,0.2672,0.2576,0.137,0.5795,-0.3249,-0.1772,0.1463,0.8158
2017-12-31T18:21:00Z,-0.4117,-0.7944,0.367,0.1123,0.0702,0.6402,0.578,-0.4883,0.5392,0.0607
2017-12-31T18:22:00Z,0.4374,-0.6623,0.2805,-0.2146,0.1622,-0.3386,-0.2518,-0.2041,0.7587,0.6128
2017-12-31T18:23:00Z,-0.6521,0.6353,0.1617,0.0553,-0.2654,0.6778,0.3356,1.1445,0.0548,0.3921
2017-12-31T18:24:00Z,0.5385,0.6587,0.3594,0.365,-0.2161,0.0278,-0.1205,0.148,0.5158,0.1374
2017-12-31T18:25:00Z,0.8288,-0.1488,0.7475,-0.0492,-0.1142,0.7274,-0.3626,0.6109,-0.8904,0.5768
2017-12-31T18:26:00Z,-0.2662,0.1513,1,0.2455,0.1463,0.4397,-0.8957,-0.2994,-0.0577,0.117
2017-12-31T18:27:00Z,0.159,0.0226,0.2604,-0.6341,-0.1025,0.4642,-0.1605,0.0461,-0.7509,0.4714
2017-12-31T18:28:00Z,-0.6801,0.2006,0.9786,0.7554,0.1757,0.1598,-0.1185,0.3818,-0.1079,0.721
2017-12-31T18:29:00Z,-0.1865,-0.1251,-0.1133,0.524,0.0981,-0.6948,0.2012,-0.3869,-0.1852,-1.0817
2017-12-31T18:30:00Z,0.9193,-0.3545,0.2548,-0.0592,-0.0951,0.2362,-0.8772,0.3729,0.1096,-0.4304
2017-12-31T18:31:00Z,-0.7709,-0.1027,-0.6031,0.4859,0.234,0.5418,0.2643,-0.2593,-0.1089,0.3736
2017-12-31T18:32:00Z,-0.0583,-0.0386,-0.5847,0.0895,-0.0326,0.0261,0.5231,-0.3492,0.2808,-0.0073
2017-12-31T18:33:00Z,0.0346,-0.1959,-0.1593,0.7537,0.3011,-0.2157,0.4282,0.7612,-0.7014,-0.3669
2017-12-31T18:34:00Z,0.5189,-0.1356,-0.2325,0.3066,0.0807,1.0361,0.2481,0.0864,-0.9001,-0.2711
2017-12-31T18:35:00Z,-0.6936,-0.2579,-0.863,-0.4504,0.108,-0.1091,-0.2626,0.5642,-0.0867,-0.4375
2017-12-31T18:36:00Z,0.6657,-0.0091,-0.4581,-0.922,0.4507,-0.3268,-1.273,-1.2781,0.5835,0.1484
2017-12-31T18:37:00Z,-0.0633,0.0297,0.699,-0.3685,0.9082,0.0369,-0.1146,0.3972,-0.0183,-0.0346
2017-12-31T18:38:00Z,-0.9187,0.15,-1.1252,0.0629,0.5871,-0.5418,0.2547,-0.6284,0.0998,-0.0834
2017-12-31T18:39:00Z,-1.1106,0.3713,-0.1643,-0.1339,-0.5972,-0.0138,-0.0323,-0.0299,-0.623,-0.3085
2017-12-31T18:40:00Z,-1.4091,-0.836,-0.6418,0.1755,0.3157,-0.7183,-0.1392,-0.6393,0.4719,0.1708
2017-12-31T18:41:00Z,-0.0858,0.3269,-0.3589,-0.7393,0.4716,-0.2067,-0.7885,-0.164,0.3948,0.3198
2017-12-31T18:42:00Z,0.1135,-0.2185,-0.119,0.2844,-0.2575,0.3718,0.2454,-1.032,0.1364,-0.256
2017-12-31T18:43:00Z,-0.315,0.687,1.0508,0.0352,-0.4926,0.2269,0.513,-1.0994,-0.3685,-0.8459
2017-12-31T18:44:00Z,0.3132,-0.9304,-0.2967,0.3358,-0.6936,-0.6068,0.4705,-0.6944,-0.4159,-0.2878
2017-12-31T18:45:00Z,0.7505,-0.6678,-0.8888,-0.4319,-0.919,-0.5049,-0.5548,-0.358,-0.2015,0.1392
2017-12-31T18:46:00Z,-0.9923,-0.4468,0.1795,-0.7849,0.4442,-0.1968,0.2355,-0.7409,0.4423,-0.9162
2017-12-31T18:47:00Z,-0.2995,0.1634,-0.4369,-1.7673,-1.2947,-0.2563,-0.5807,0.3493,-1.0706,-0.2523
2017-12-31T18:48:00Z,-0.1314,0.3059,-0.0277,-0.7981,-0.0986,-0.7983,-0.5189,-0.1487,-0.0268,-0.7545
2017-12-31T18:49:00Z,-0.1432,-0.5919,-0.3146,-0.2958,-0.3217,-0.5479,-0.6065,0.1884,0.6909,-0.2685
2017-12-31T18:50:00Z,-0.1541,-0.4547,-0.2412,-1.3082,0.3781,-0.5859,-0.7959,-0.2109,-0.7063,-1.0316
2017-12-31T18:51:00Z,0.3634,0.3212,-0.4852,0.3221,0.3567,-0.661,-0.0568,-1.4532,-0.4212,-0.4145
2017-12-31T18:52:00Z,-0.8522,-0.2445,-0.842,-0.8478,-0.0962,-0.5464,0.4199,-1.0701,0.7005,-1.2844
2017-12-31T18:53:00Z,0.227,0.5573,-0.7333,-0.8278,-0.3065,-0.4955,-0.978,-0.8619,-0.0644,-0.6327
2017-12-31T18:54:00Z,-0.7738,-1.1847,0.0567,-0.4988,-0.7267,-0.8448,-1.2218,-0.3775,-0.9464,-0.393
2017-12-31T18:55:00Z,-1.3113,0.1911,-1.083,-0.5931,-1.729,-1.0331,-0.5973,-0.7581,-0.2402,0.0984
2017-12-31T18:56:00Z,-0.6091,-0.1139,-0.9691,-1.1507,-0.3668,-0.5965,-0.3237,-0.7209,-0.4895,-1.105
2017-12-31T18:57:00Z,-0.7041,0.297,-0.8255,-0.4586,-0.5657,0.1,-0.741,-1.6376,-0.2665,-1.317
2017-12-31T18:58:00Z,-0.4809,0.2571,-0.1538,-1.2279,-1.0219,-0.8451,-0.6667,0.2621,-0.1397,-1.2807
2017-12-31T18:59:00Z,-0.896,0.2948,0.0568,-1.1933,-0.9787,-0.804,0.491,-0.1981,-0.5529,-0.0719
2017-12-31T19:00:00Z,-1.5938,-0.4698,-0.7674,-0.0099,-0.4224,-1.0507,-0.7296,-1.5087,-0.6157,-0.2758
2017-12-31T19:01:00Z,-0.4453,-0.327,-0.2579,-0.7607,-0.8039,-0.7809,-0.878,-0.8987,-0.7467,-0.5183
2017-12-31T19:02:00Z,-1.0972,-0.992,-0.187,-0.0889,-0.4799,-0.4068,-0.6719,-0.2939,-0.486,-0.4745
2017-12-31T19:03:00Z,-0.495,-1.0976,-0.8505,-1.8389,-0.8309,-0.7393,-0.7887,0.1828,-0.6088,-1.1326
2017-12-31T19:04:00Z,-1.0705,-0.6175,-0.3529,-0.6849,-1.3954,-0.4118,-1.4943,-1.0072,-0.729,-1.2078
2017-12-31T19:05:00Z,-0.3624,-1.2048,-0.0366,-0.5746,-0.1749,0.0225,-0.4076,-0.4702,-0.3393,-0.5563
2017-12-31T19:06:00Z,-1.5726,-0.3696,-1.0488,-1.0245,-0.9908,-0.5045,-0.4389,-0.5241,-0.3992,-1.0101
2017-12-31T19:07:00Z,-0.8893,-1.8701,-1.0752,-0.6493,-0.9079,-0.2211,0.2628,-0.7381,-0.7691,-1.0691
2017-12-31T19:08:00Z,-1.4059,-0.7642,-0.6345,-0.5269,-1.369,0.0165,-1.1916,-1.3205,-0.469,0.2324
2017-12-31T19:09:00Z,-0.4708,-1.344,-0.5874,-0.1088,-0.7267,-0.8615,-0.6485,-0.2918,0.1749,0.4875
2017-12-31T19:10:00Z,-1.6184,0.0397,-0.1751,-0.9376,-1.5284,-1.2526,-0.9298,-0.7067,-1.7638,-1.6701
2017-12-31T19:11:00Z,-0.3555,-0.3829,-1.3414,-0.693,-0.9549,-0.0544,-0.4447,-1.1743,-0.3642,-0.1163
2017-12-31T19:12:00Z,-0.425,-0.1523,0.6126,-0.6631,-1.3378,-0.2468,-0.5188,-0.2792,-0.5774,-1.2085
2017-12-31T19:13:00Z,-1.1171,-0.6762,-0.8906,-0.6331,-0.9619,-0.3527,-2.1858,-1.2025,-1.245,-1.145
2017-12-31T19:14:00Z,-0.0572,-1.3704,-0.9544,-0.2235,-0.3334,-0.1279,-1.357,-1.6117,-0.8413,-0.4753
2017-12-31T19:15:00Z,-0.7238,-1.3019,-1.4844,-1.0025,-0.9039,-1.5206,-0.6648,-1.1095,-0.1412,-1.0663
2017-12-31T19:16:00Z,-0.7069,-0.8475,-1.3262,-1.666,-1.1374,-1.4633,-0.8439,-0.1821,-1.0886,-0.4655
2017-12-31T19:17:00Z,-0.6887,-1.5627,-1.1761,-0.1593,-1.061,-0.5571,-0.8028,-0.2755,-2.3348,-1.3616
2017-12-31T19:18:00Z,0.3772,-0.8343,-0.5926,-0.9203,-0.8795,-1.4759,-0.5736,-1.0921,-0.6619,-1.2987
2017-12-31T19:19:00Z,-1.5052,-0.8112,-0.79,-0.0745,-0.9789,-0.0664,-0.2655,-1.1617,-0.766,-0.7056
2017-12-31T19:20:00Z,-0.6289,-1.3361,-1.1,-0.2459,-1.1088,-0.4044,-1.635,-0.2783,-0.9398,-0.521
2017-12-31T19:21:00Z,-0.669,-0.4902,-0.8986,-1.2221,-0.9865,-0.2129,-0.853,-0.5913,-0.8465,-0.9213
2017-12-31T19:22:00Z,-0.5267,-0.8726,-0.163,-0.8689,-0.8232,-1.6153,-0.4221,-0.1567,-0.6919,-1.2383
2017-12-31T19:23:00Z,-1.0333,-1.1713,-0.1755,-0.1763,-0.4742,-1.0546,-0.2809,-1.0651,-0.8284,-0.6927
2017-12-31T19:24:00Z,-0.7697,-0.7177,-0.9747,-0.8237,-0.0109,-0.3745,-0.3608,-0.8992,-0.7787,-0.9969
2017-12-31T19:25:00Z,0.0677,-0.9808,-1.3424,-0.6309,-0.9443,-1.0219,-0.3371,-0.2429,-0.2385,-0.9226
2017-12-31T19:26:00Z,-1.2377,-0.9263,-1.1779,-0.6877,-1.5413,-0.9768,-1.3096,-1.0046,-1.544,-0.3485
2017-12-31T19:27:00Z,-1.0281,-1.0986,-0.3695,-0.1768,-0.5771,-1.5486,-1.26,-1.1775,-1.3187,-0.5636
